img,model,level,bpp,psnr,ms_ssim,enc_time,dec_time,ablation
kodim09.png,bmshj2018_factorized,1,0.13194444444444445,27.06963598814847,0.9434595108032227,0.8422212600708008,0.16819143295288086,resize_192x192
kodim09.png,bmshj2018_factorized,2,0.20052083333333334,28.749465785177325,0.961970329284668,0.015715837478637695,0.01019597053527832,resize_192x192
kodim09.png,bmshj2018_factorized,3,0.2907986111111111,30.267846199256766,0.9741503596305847,0.00863504409790039,0.017838716506958008,resize_192x192
kodim09.png,bmshj2018_factorized,4,0.4236111111111111,31.979296446683524,0.9822230339050293,0.015950918197631836,0.010550737380981445,resize_192x192
kodim09.png,bmshj2018_factorized,5,0.5902777777777778,33.68155639657108,0.988335132598877,0.011104106903076172,0.011528491973876953,resize_192x192
kodim09.png,bmshj2018_factorized,6,0.8602430555555556,36.03218850813442,0.9923371076583862,0.05576133728027344,0.028664112091064453,resize_192x192
kodim09.png,bmshj2018_hyperprior,1,0.1484375,27.588724506470417,0.9472371935844421,0.058934926986694336,0.028364181518554688,resize_192x192
kodim09.png,bmshj2018_hyperprior,2,0.22395833333333334,29.583915318419372,0.9645315408706665,0.02406001091003418,0.024941682815551758,resize_192x192
kodim09.png,bmshj2018_hyperprior,3,0.3177083333333333,31.39953941825994,0.9772567749023438,0.05445981025695801,0.05709528923034668,resize_192x192
kodim09.png,bmshj2018_hyperprior,4,0.453125,33.304379964656576,0.9843904376029968,0.028209686279296875,0.026754379272460938,resize_192x192
kodim09.png,bmshj2018_hyperprior,5,0.6197916666666666,35.03061852362049,0.9897074699401855,0.022116422653198242,0.02368330955505371,resize_192x192
kodim09.png,bmshj2018_hyperprior,6,0.8359375,37.35035119133659,0.9931423664093018,0.04675436019897461,0.031951904296875,resize_192x192
kodim01.png,bmshj2018_factorized,1,0.1623263888888889,24.685720253435992,0.8950717449188232,0.007981061935424805,0.009733200073242188,resize_192x192
kodim01.png,bmshj2018_factorized,2,0.2526041666666667,25.968066750007512,0.9324727058410645,0.007574558258056641,0.008553504943847656,resize_192x192
kodim01.png,bmshj2018_factorized,3,0.4001736111111111,27.271492528816168,0.9552807211875916,0.01035451889038086,0.010753631591796875,resize_192x192
kodim01.png,bmshj2018_factorized,4,0.6319444444444444,28.9275978625503,0.972143828868866,0.008663654327392578,0.009353399276733398,resize_192x192
kodim01.png,bmshj2018_factorized,5,0.9557291666666666,30.626471175764244,0.9828025698661804,0.013706207275390625,0.015481948852539062,resize_192x192
kodim01.png,bmshj2018_factorized,6,1.4618055555555556,32.87329502213564,0.9903123378753662,0.01963496208190918,0.01981353759765625,resize_192x192
kodim01.png,bmshj2018_hyperprior,1,0.21006944444444445,25.336220959629404,0.9148496389389038,0.022850751876831055,0.030102252960205078,resize_192x192
kodim01.png,bmshj2018_hyperprior,2,0.3359375,26.89526338815048,0.9449805021286011,0.022189617156982422,0.020723342895507812,resize_192x192
kodim01.png,bmshj2018_hyperprior,3,0.5086805555555556,28.596224192556896,0.9670154452323914,0.027799606323242188,0.028088092803955078,resize_192x192
kodim01.png,bmshj2018_hyperprior,4,0.7873263888888888,30.37594360789143,0.9806790351867676,0.021130800247192383,0.021796226501464844,resize_192x192
kodim01.png,bmshj2018_hyperprior,5,1.1258680555555556,32.320303199742554,0.9881195425987244,0.03008747100830078,0.02790689468383789,resize_192x192
kodim01.png,bmshj2018_hyperprior,6,1.6119791666666667,34.51471497134654,0.9931262731552124,0.06108403205871582,0.057153940200805664,resize_192x192
kodim14.png,bmshj2018_factorized,1,0.1684027777777778,23.27282334450024,0.8700196146965027,0.008583545684814453,0.009289264678955078,resize_192x192
kodim14.png,bmshj2018_factorized,2,0.2638888888888889,24.245929002353233,0.9086453318595886,0.007050275802612305,0.012059926986694336,resize_192x192
kodim14.png,bmshj2018_factorized,3,0.40625,25.530011282263196,0.9379193782806396,0.008341789245605469,0.014751672744750977,resize_192x192
kodim14.png,bmshj2018_factorized,4,0.640625,26.97424583828161,0.9610642194747925,0.008501291275024414,0.008952856063842773,resize_192x192
kodim14.png,bmshj2018_factorized,5,0.9444444444444444,28.35403717861744,0.9748725891113281,0.009637832641601562,0.010810613632202148,resize_192x192
kodim14.png,bmshj2018_factorized,6,1.4661458333333333,30.38915963818022,0.9855040311813354,0.01776432991027832,0.01720261573791504,resize_192x192
kodim14.png,bmshj2018_hyperprior,1,0.203125,24.03870824549064,0.8893589377403259,0.021542787551879883,0.024142026901245117,resize_192x192
kodim14.png,bmshj2018_hyperprior,2,0.3350694444444444,25.552547545714525,0.9299634695053101,0.02528977394104004,0.026821374893188477,resize_192x192
kodim14.png,bmshj2018_hyperprior,3,0.5104166666666666,27.067088627910433,0.9557538032531738,0.02208089828491211,0.023294687271118164,resize_192x192
kodim14.png,bmshj2018_hyperprior,4,0.7855902777777778,28.69566724959369,0.9729647040367126,0.021999597549438477,0.028859376907348633,resize_192x192
kodim14.png,bmshj2018_hyperprior,5,1.1050347222222223,29.976606282467696,0.9821921586990356,0.02122211456298828,0.02062821388244629,resize_192x192
kodim14.png,bmshj2018_hyperprior,6,1.6293402777777777,32.06703680461425,0.9894587993621826,0.030232667922973633,0.03161931037902832,resize_192x192
kodim08.png,bmshj2018_factorized,1,0.23958333333333334,21.477846266365784,0.9312185049057007,0.009125232696533203,0.01735973358154297,resize_192x192
kodim08.png,bmshj2018_factorized,2,0.3637152777777778,22.85600256357148,0.954507052898407,0.008724451065063477,0.01902151107788086,resize_192x192
kodim08.png,bmshj2018_factorized,3,0.5477430555555556,24.284757938934924,0.970120906829834,0.007236003875732422,0.008931875228881836,resize_192x192
kodim08.png,bmshj2018_factorized,4,0.8237847222222222,26.419267349288965,0.9822484850883484,0.007577180862426758,0.008998870849609375,resize_192x192
kodim08.png,bmshj2018_factorized,5,1.1857638888888888,28.183933560360195,0.9883829355239868,0.008446455001831055,0.010966062545776367,resize_192x192
kodim08.png,bmshj2018_factorized,6,1.765625,31.052237516350463,0.9932491183280945,0.017744064331054688,0.02154397964477539,resize_192x192
kodim08.png,bmshj2018_hyperprior,1,0.3116319444444444,23.17826306837226,0.9542964696884155,0.03184223175048828,0.028873443603515625,resize_192x192
kodim08.png,bmshj2018_hyperprior,2,0.484375,25.169173998445675,0.9717910289764404,0.02215266227722168,0.024432659149169922,resize_192x192
kodim08.png,bmshj2018_hyperprior,3,0.7178819444444444,27.148780206106657,0.9818881750106812,0.02760028839111328,0.026677370071411133,resize_192x192
kodim08.png,bmshj2018_hyperprior,4,1.0364583333333333,29.12914068298725,0.9881054759025574,0.053633689880371094,0.022192716598510742,resize_192x192
kodim08.png,bmshj2018_hyperprior,5,1.3689236111111112,30.744305041522328,0.9919663667678833,0.02730727195739746,0.04613065719604492,resize_192x192
kodim08.png,bmshj2018_hyperprior,6,1.9010416666666667,33.17715940255772,0.9950045347213745,0.06024432182312012,0.025521039962768555,resize_192x192
kodim03.png,bmshj2018_factorized,1,0.11979166666666667,28.54920419893009,0.9480839967727661,0.01897144317626953,0.008177518844604492,resize_192x192
kodim03.png,bmshj2018_factorized,2,0.17447916666666666,29.873555604425135,0.9620164632797241,0.018817901611328125,0.008355140686035156,resize_192x192
kodim03.png,bmshj2018_factorized,3,0.24913194444444445,31.304789357829627,0.9726085066795349,0.019253253936767578,0.008749246597290039,resize_192x192
kodim03.png,bmshj2018_factorized,4,0.3619791666666667,32.675886554966766,0.9806499481201172,0.01945805549621582,0.012958049774169922,resize_192x192
kodim03.png,bmshj2018_factorized,5,0.5277777777777778,34.01105463755508,0.9865686893463135,0.020806550979614258,0.011731147766113281,resize_192x192
kodim03.png,bmshj2018_factorized,6,0.7621527777777778,35.86314348963485,0.9908814430236816,0.042851924896240234,0.022185087203979492,resize_192x192
kodim03.png,bmshj2018_hyperprior,1,0.12065972222222222,28.558389290248712,0.9486169815063477,0.03464174270629883,0.02179551124572754,resize_192x192
kodim03.png,bmshj2018_hyperprior,2,0.17274305555555555,30.10000093584482,0.9638805389404297,0.04021596908569336,0.027427196502685547,resize_192x192
kodim03.png,bmshj2018_hyperprior,3,0.25,31.667537094494797,0.9747628569602966,0.03560781478881836,0.0265963077545166,resize_192x192
kodim03.png,bmshj2018_hyperprior,4,0.3802083333333333,33.2113556545712,0.9818040728569031,0.03457331657409668,0.051717519760131836,resize_192x192
kodim03.png,bmshj2018_hyperprior,5,0.5625,34.72687624865956,0.9874150156974792,0.03608560562133789,0.022034645080566406,resize_192x192
kodim03.png,bmshj2018_hyperprior,6,0.7951388888888888,36.51332347190616,0.9916278123855591,0.05751800537109375,0.027262449264526367,resize_192x192
kodim07.png,bmshj2018_factorized,1,0.16493055555555555,24.291030050247237,0.9079009294509888,0.0189363956451416,0.012800455093383789,resize_192x192
kodim07.png,bmshj2018_factorized,2,0.2552083333333333,25.666060897413644,0.9406446814537048,0.019052743911743164,0.008664131164550781,resize_192x192
kodim07.png,bmshj2018_factorized,3,0.3958333333333333,27.32243825663762,0.9634846448898315,0.01964092254638672,0.0221097469329834,resize_192x192
kodim07.png,bmshj2018_factorized,4,0.5954861111111112,29.251086342990007,0.9785129427909851,0.019437074661254883,0.009026288986206055,resize_192x192
kodim07.png,bmshj2018_factorized,5,0.8342013888888888,30.90280551049566,0.9864481687545776,0.022083282470703125,0.01212620735168457,resize_192x192
kodim07.png,bmshj2018_factorized,6,1.2361111111111112,33.33183146030463,0.9921313524246216,0.04468083381652832,0.019382715225219727,resize_192x192
kodim07.png,bmshj2018_hyperprior,1,0.2074652777777778,25.353761722577435,0.9310798645019531,0.034760236740112305,0.020884990692138672,resize_192x192
kodim07.png,bmshj2018_hyperprior,2,0.328125,27.30789162197498,0.9587346911430359,0.034413814544677734,0.02065730094909668,resize_192x192
kodim07.png,bmshj2018_hyperprior,3,0.4887152777777778,29.137411407412223,0.9750895500183105,0.03484630584716797,0.021223068237304688,resize_192x192
kodim07.png,bmshj2018_hyperprior,4,0.7048611111111112,31.039750668777476,0.9849414229393005,0.03475451469421387,0.02153301239013672,resize_192x192
kodim07.png,bmshj2018_hyperprior,5,0.9644097222222222,32.59702308417297,0.9898629188537598,0.035924434661865234,0.0212099552154541,resize_192x192
kodim07.png,bmshj2018_hyperprior,6,1.3229166666666667,34.80271622530967,0.9938065409660339,0.05900692939758301,0.026283979415893555,resize_192x192
kodim22.png,bmshj2018_factorized,1,0.12152777777777778,26.680417911229895,0.8837489485740662,0.018795251846313477,0.008253097534179688,resize_192x192
kodim22.png,bmshj2018_factorized,2,0.19010416666666666,27.885241908775292,0.9175095558166504,0.018940448760986328,0.008728504180908203,resize_192x192
kodim22.png,bmshj2018_factorized,3,0.2881944444444444,28.961244652672093,0.9393595457077026,0.01916670799255371,0.008877754211425781,resize_192x192
kodim22.png,bmshj2018_factorized,4,0.4453125,30.261665418169827,0.9581508040428162,0.019708633422851562,0.013842344284057617,resize_192x192
kodim22.png,bmshj2018_factorized,5,0.6814236111111112,31.67077783821973,0.9720572829246521,0.020336389541625977,0.014456510543823242,resize_192x192
kodim22.png,bmshj2018_factorized,6,1.0564236111111112,33.407152844441825,0.9817237854003906,0.04235696792602539,0.01842641830444336,resize_192x192
kodim22.png,bmshj2018_hyperprior,1,0.1362847222222222,26.870022070868636,0.8912185430526733,0.038604021072387695,0.024825572967529297,resize_192x192
kodim22.png,bmshj2018_hyperprior,2,0.2126736111111111,28.101154242454864,0.9223301410675049,0.03694295883178711,0.022330284118652344,resize_192x192
kodim22.png,bmshj2018_hyperprior,3,0.328125,29.570495562485426,0.9473446607589722,0.034421682357788086,0.02135443687438965,resize_192x192
kodim22.png,bmshj2018_hyperprior,4,0.5121527777777778,31.05280476821048,0.9650478363037109,0.03571677207946777,0.02266383171081543,resize_192x192
kodim22.png,bmshj2018_hyperprior,5,0.7734375,32.5695534566143,0.9766270518302917,0.03427720069885254,0.020638704299926758,resize_192x192
kodim22.png,bmshj2018_hyperprior,6,1.1692708333333333,34.486601817297135,0.9853286147117615,0.06137800216674805,0.028606653213500977,resize_192x192
kodim13.png,bmshj2018_factorized,1,0.1684027777777778,23.19010554329941,0.8808876872062683,0.01844000816345215,0.00822138786315918,resize_192x192
kodim13.png,bmshj2018_factorized,2,0.2725694444444444,24.179036051129486,0.9168636798858643,0.018839359283447266,0.02271127700805664,resize_192x192
kodim13.png,bmshj2018_factorized,3,0.4296875,25.293035518589136,0.9427973628044128,0.0189359188079834,0.008435726165771484,resize_192x192
kodim13.png,bmshj2018_factorized,4,0.6909722222222222,26.751052834924558,0.9635562896728516,0.019400835037231445,0.009631872177124023,resize_192x192
kodim13.png,bmshj2018_factorized,5,1.0399305555555556,28.17352131701358,0.9775013327598572,0.020255565643310547,0.009757041931152344,resize_192x192
kodim13.png,bmshj2018_factorized,6,1.6822916666666667,30.668679975315243,0.9867229461669922,0.04294729232788086,0.02386164665222168,resize_192x192
kodim13.png,bmshj2018_hyperprior,1,0.21788194444444445,24.00754988739341,0.9024511575698853,0.03570365905761719,0.02373051643371582,resize_192x192
kodim13.png,bmshj2018_hyperprior,2,0.3654513888888889,25.477431586164254,0.9344098567962646,0.034540653228759766,0.020841360092163086,resize_192x192
kodim13.png,bmshj2018_hyperprior,3,0.5868055555555556,27.113572621086522,0.959550142288208,0.06098532676696777,0.04825472831726074,resize_192x192
kodim13.png,bmshj2018_hyperprior,4,0.9131944444444444,29.010782676079963,0.9744466543197632,0.06603741645812988,0.046875715255737305,resize_192x192
kodim13.png,bmshj2018_hyperprior,5,1.2517361111111112,30.493673675091117,0.9844568967819214,0.03644728660583496,0.04796338081359863,resize_192x192
kodim13.png,bmshj2018_hyperprior,6,1.8602430555555556,33.45965095662726,0.9908727407455444,0.11010861396789551,0.028452396392822266,resize_192x192
kodim19.png,bmshj2018_factorized,1,0.12760416666666666,25.661719283628855,0.9224571585655212,0.02621769905090332,0.008340835571289062,resize_192x192
kodim19.png,bmshj2018_factorized,2,0.19270833333333334,27.1353143979356,0.9429483413696289,0.01871466636657715,0.013191461563110352,resize_192x192
kodim19.png,bmshj2018_factorized,3,0.2899305555555556,28.545769765406224,0.9592097997665405,0.01862025260925293,0.008582830429077148,resize_192x192
kodim19.png,bmshj2018_factorized,4,0.4322916666666667,30.135638566526186,0.9721502661705017,0.018961429595947266,0.009042739868164062,resize_192x192
kodim19.png,bmshj2018_factorized,5,0.6388888888888888,31.990605580838473,0.9818648099899292,0.019985437393188477,0.011273384094238281,resize_192x192
kodim19.png,bmshj2018_factorized,6,0.9470486111111112,34.7266289082159,0.9891080260276794,0.04211902618408203,0.019672155380249023,resize_192x192
kodim19.png,bmshj2018_hyperprior,1,0.14149305555555555,26.805720282282227,0.9271764755249023,0.041372060775756836,0.04185199737548828,resize_192x192
kodim19.png,bmshj2018_hyperprior,2,0.21788194444444445,28.4761450582592,0.9470736384391785,0.03832387924194336,0.026331424713134766,resize_192x192
kodim19.png,bmshj2018_hyperprior,3,0.3289930555555556,30.36061255538263,0.9644231796264648,0.053933143615722656,0.04666876792907715,resize_192x192
kodim19.png,bmshj2018_hyperprior,4,0.4869791666666667,32.192110274646744,0.9759837985038757,0.03496432304382324,0.020716428756713867,resize_192x192
kodim19.png,bmshj2018_hyperprior,5,0.6961805555555556,12.648472201100752,0.0,0.03442239761352539,0.02110433578491211,resize_192x192
kodim19.png,bmshj2018_hyperprior,6,0.9869791666666666,36.035333665095976,0.9901520013809204,0.06110215187072754,0.027443647384643555,resize_192x192
kodim21.png,bmshj2018_factorized,1,0.14756944444444445,25.289886785367266,0.9291563034057617,0.018611669540405273,0.009083032608032227,resize_192x192
kodim21.png,bmshj2018_factorized,2,0.2222222222222222,26.473261250128488,0.9503152370452881,0.01917243003845215,0.015217781066894531,resize_192x192
kodim21.png,bmshj2018_factorized,3,0.3385416666666667,27.779757563306717,0.9645876884460449,0.0188753604888916,0.008482933044433594,resize_192x192
kodim21.png,bmshj2018_factorized,4,0.5182291666666666,29.45787444274847,0.9767547845840454,0.019910335540771484,0.01052999496459961,resize_192x192
kodim21.png,bmshj2018_factorized,5,0.7543402777777778,31.140806096688863,0.9849032759666443,0.02026534080505371,0.010619401931762695,resize_192x192
kodim21.png,bmshj2018_factorized,6,1.1614583333333333,33.64264673753432,0.9902946352958679,0.0435793399810791,0.018826007843017578,resize_192x192
kodim21.png,bmshj2018_hyperprior,1,0.16666666666666666,26.098919439318394,0.9378820657730103,0.037079811096191406,0.023070335388183594,resize_192x192
kodim21.png,bmshj2018_hyperprior,2,0.2717013888888889,27.786929077086874,0.9576017260551453,0.038535356521606445,0.02798295021057129,resize_192x192
kodim21.png,bmshj2018_hyperprior,3,0.4071180555555556,29.555178987756253,0.971596896648407,0.0426633358001709,0.02978062629699707,resize_192x192
kodim21.png,bmshj2018_hyperprior,4,0.6032986111111112,31.53579969969214,0.9814534187316895,0.05054497718811035,0.029880762100219727,resize_192x192
kodim21.png,bmshj2018_hyperprior,5,0.828125,33.22947246698217,0.9874311685562134,0.06551885604858398,0.02293872833251953,resize_192x192
kodim21.png,bmshj2018_hyperprior,6,1.1796875,35.8076055226217,0.9918078184127808,0.11051464080810547,0.036014556884765625,resize_192x192
kodim24.png,bmshj2018_factorized,1,0.15364583333333334,25.08105994072876,0.9106311202049255,0.019074201583862305,0.013323545455932617,resize_192x192
kodim24.png,bmshj2018_factorized,2,0.24131944444444445,26.395209853092226,0.942641019821167,0.018863916397094727,0.009558916091918945,resize_192x192
kodim24.png,bmshj2018_factorized,3,0.3697916666666667,27.622424347984587,0.962934672832489,0.0190737247467041,0.00830531120300293,resize_192x192
kodim24.png,bmshj2018_factorized,4,0.578125,29.0819081491153,0.975799024105072,0.01969432830810547,0.009276390075683594,resize_192x192
kodim24.png,bmshj2018_factorized,5,0.84375,30.43690144500335,0.9841794967651367,0.019823074340820312,0.013160228729248047,resize_192x192
kodim24.png,bmshj2018_factorized,6,1.2829861111111112,32.32974761919526,0.9900030493736267,0.043045997619628906,0.018466949462890625,resize_192x192
kodim24.png,bmshj2018_hyperprior,1,0.1857638888888889,25.64488609628266,0.9206303358078003,0.03435921669006348,0.022574424743652344,resize_192x192
kodim24.png,bmshj2018_hyperprior,2,0.2925347222222222,27.024244977764607,0.9470400810241699,0.03375077247619629,0.02137279510498047,resize_192x192
kodim24.png,bmshj2018_hyperprior,3,0.4635416666666667,28.53633120319958,0.9678373336791992,0.06058549880981445,0.04327678680419922,resize_192x192
kodim24.png,bmshj2018_hyperprior,4,0.6944444444444444,30.165421958754703,0.9800995588302612,0.0646209716796875,0.05171513557434082,resize_192x192
kodim24.png,bmshj2018_hyperprior,5,1.0034722222222223,31.783447809382533,0.9874078631401062,0.03564333915710449,0.02205634117126465,resize_192x192
kodim24.png,bmshj2018_hyperprior,6,1.4782986111111112,34.20678946842239,0.9922665357589722,0.11171722412109375,0.029675722122192383,resize_192x192
kodim11.png,bmshj2018_factorized,1,0.1371527777777778,26.459022583178037,0.9235639572143555,0.018241405487060547,0.011431217193603516,resize_192x192
kodim11.png,bmshj2018_factorized,2,0.20399305555555555,27.56111596403613,0.9417404532432556,0.01889204978942871,0.013671159744262695,resize_192x192
kodim11.png,bmshj2018_factorized,3,0.3090277777777778,28.857188524650432,0.956450343132019,0.01913928985595703,0.00887441635131836,resize_192x192
kodim11.png,bmshj2018_factorized,4,0.4678819444444444,30.176573962026815,0.9684576988220215,0.019446372985839844,0.01005244255065918,resize_192x192
kodim11.png,bmshj2018_factorized,5,0.6987847222222222,31.7272425870158,0.9780005216598511,0.019803762435913086,0.010083675384521484,resize_192x192
kodim11.png,bmshj2018_factorized,6,1.0616319444444444,33.814131320743456,0.986038863658905,0.04462313652038574,0.022906780242919922,resize_192x192
kodim11.png,bmshj2018_hyperprior,1,0.1501736111111111,26.890760398420085,0.93126380443573,0.04054522514343262,0.021033525466918945,resize_192x192
kodim11.png,bmshj2018_hyperprior,2,0.2326388888888889,28.290518529352696,0.945309042930603,0.035439252853393555,0.0321044921875,resize_192x192
kodim11.png,bmshj2018_hyperprior,3,0.3480902777777778,29.688577991542232,0.9593187570571899,0.03431868553161621,0.022864341735839844,resize_192x192
kodim11.png,bmshj2018_hyperprior,4,0.5390625,31.388988176539264,0.9716381430625916,0.034519195556640625,0.022063493728637695,resize_192x192
kodim11.png,bmshj2018_hyperprior,5,0.7682291666666666,32.92594729743102,0.980717658996582,0.03546571731567383,0.02191305160522461,resize_192x192
